kode_prov;kode_kab;tahun;q;adhb_or_adhk;status_data;c_pdrb;c_1;c_1a;c_1b;c_1c;c_1d;c_1e;c_1f;c_1g;c_1h;c_1i;c_1j;c_1k;c_1l;c_2;c_3;c_4;c_4a;c_4b;c_5;c_6;c_7
16;03;2015;0;2;3;31254503.42068860;17767047.23417220;9392881.24611576;1508361.94386779;705248.71676007;980465.31795646;596790.34971459;413357.59947735;1000778.89897771;490105.72279756;252786.46027798;453261.93108474;561274.62625836;1411734.42088386;581141.83754422;1384991.69929419;8981094.26311025;5725782.71021843;3255311.55289183;-316572.99423951;11608530.39611270;8751729.01530543
16;03;2016;0;1;3;41766505.14669270;27525592.30000000;14465980.60000000;3055042.40000000;1010396.20000000;1497998.20000000;900544.00000000;664475.70000000;1232534.00000000;838617.50000000;311977.60000000;677715.10000000;1019063.50000000;1851247.50000000;830332.80000000;2002377.20000000;13226145.30000000;9150836.10000000;4075309.20000000;-522088.45330730;11551769.90000000;12847623.90000000
16;03;2016;0;2;3;33372447.48176640;18578809.90000000;9848436.00000000;1578773.30000000;736561.80000000;1011967.70000000;614247.50000000;429210.30000000;1052259.00000000;521504.10000000;262137.60000000;474833.70000000;580197.10000000;1468681.80000000;620310.80000000;1318226.90000000;10088583.70000000;6375207.10000000;3713376.60000000;-104820.51823358;11331425.65000000;8460088.95000000
16;03;2017;0;1;3;45782758.92054150;29890032.47962390;15889993.28402810;3177510.42997888;1038797.24052407;1556512.05997258;972417.91920059;747219.38719936;1444591.82394263;900212.54287425;336943.29479805;718710.64562677;1091677.73539752;2015446.11608111;879907.92169832;2302506.15860976;13919923.22167760;9830142.86076762;4089780.36091003;-243984.86248564;23955487.60141750;24921113.60000000
16;03;2017;0;2;3;35761989.17222260;19014075.43689580;10073447.44315480;1582416.77765513;740069.09842282;1016011.22196627;626574.72366306;462900.66837928;1146572.75335438;529023.28091115;265651.72356537;484674.52799338;585552.09229024;1501181.12553985;637551.96503308;1433175.57169850;10526880.84068160;6916121.42307982;3610759.41760181;-332281.77741102;21965955.23532470;17483368.10000000
16;03;2018;0;1;3;52695301.68058640;32555021.78012440;17622225.37340200;3293493.83609535;1109090.95961378;1645683.78985430;1036135.73340816;787413.59237948;1556326.58230757;983510.00791251;359988.92273196;751750.50529532;1226325.86976813;2183076.60735583;999197.54964185;2538413.06480109;14745288.59703770;10723789.42015370;4021499.17688403;218099.26531195;28988544.20920650;27349262.78553710
16;03;2018;0;2;3;38854436.77188660;19890808.89408800;10639813.18814340;1593810.67959624;769886.74308007;1038612.33970413;647388.71555642;473468.71196050;1207690.63420418;550430.23411591;275621.85022651;488918.35068939;632794.40155186;1572373.04525934;693291.34259321;1544808.57995742;10771819.30549750;7203412.57765916;3568406.72783836;213355.13642654;24057526.91971210;18317173.40638810
16;03;2019;0;1;3;57333510.43146630;35438709.43932690;19678477.97948450;3448061.41433291;1165243.06215244;1752101.00199308;1083619.68230585;823865.99704960;1678918.18913645;1053092.40985478;370584.94768664;786378.06455240;1263769.87763277;2334596.81314547;1131270.10823790;2849274.09066464;15075116.60169600;11249257.27428980;3825859.32740619;-366214.95400113;26474043.39805740;23268688.25251540
16;03;2019;0;2;3;41581529.42760170;20625394.70658800;11137785.26220400;1618771.67281333;789820.04372574;1076518.88254554;656799.16917868;481330.30829204;1256455.02666769;567240.71288968;279521.99987094;501432.39258908;636160.43177578;1623558.80403550;764438.99741434;1632818.02446434;11044305.96271680;7732355.34837521;3311950.61434161;-162184.90183236;23096473.06323530;15419716.42498470
16;03;2020;0;1;3;57493553.18510650;35807627.04225510;20084922.97825950;3516612.18538881;1172355.14648715;1782307.78393976;1065146.33780719;875640.86662636;1553585.03040825;1096757.01831539;305710.41344991;795734.06048565;1131140.07245743;2427715.14862976;1081425.30650044;2421960.76224762;15770486.34278750;11544031.46199440;4226454.88079308;-1057218.95459330;27628473.94230200;24159201.25639290
16;03;2020;0;2;3;41594539.55968980;20334064.40826370;10984625.93013350;1611001.56878382;784133.33941091;1092020.75445420;640796.20892943;503820.10410175;1180491.13776763;585781.20247460;227922.23869477;501332.10611056;569681.66665521;1652458.15074733;737989.40810380;1385446.09375799;11431638.64645460;7881281.28176076;3550357.36469379;-456685.59684548;24505357.92009270;16343271.32013740
16;03;2021;0;1;3;69569668.07085750;37780569.04337670;21259083.99765800;3642799.65959016;1244474.15600275;1910995.34568963;1079210.30708340;902328.89969630;1602999.71614164;1148727.35413649;285329.46831733;869566.18080722;1207119.75619504;2627934.20205872;1148006.76778002;2637961.99748463;15819221.25548790;12289805.58463720;3529415.67085073;447047.08603916;33967126.01939290;22230264.09870380
16;03;2021;0;2;3;44236766.14403910;20750231.56268740;11189197.21575960;1615029.07270578;788602.89944555;1128275.84350208;632337.69897156;509362.12524687;1164490.21015149;614953.10635783;241662.80952506;532013.63100453;596912.45032133;1737394.49969574;753782.38143722;1417588.44313318;10702325.21492400;7991271.29178051;2711053.92314351;268745.52770812;25322779.84886710;14978686.83471790
16;03;2022;1;1;3;20392497.50071390;10187050.87208760;5901831.45142381;1028246.52922398;332603.90628913;517110.99017345;269351.39061987;237021.98880002;415934.59007300;280515.77816941;55073.83305994;208575.55881766;302028.18019329;638756.67524401;271670.93473180;377218.84530210;3933521.76588825;3289344.52749589;644177.23839236;20040.38061426;9992528.08747504;4389533.38538515
16;03;2022;2;1;3;29736622.50413080;10810462.72006460;6246565.14495131;1044904.23604911;358057.48717372;552453.40329141;286702.55222716;250916.00219402;448611.26724474;300489.68901057;59209.13072745;227409.08894278;329936.06737831;705208.65087401;324689.42310378;660480.62007745;4155487.03339755;3580402.26300002;575084.77039753;53356.11184680;18947539.28177210;5215392.68613139
16;03;2022;3;1;3;33136624.65324410;11082922.96029320;6277582.74667753;1086462.10419706;370494.68301226;570976.80317003;303578.00676277;251162.94772844;499975.30958512;323233.21259518;79234.94577761;244861.62530089;348021.32259559;727339.25289070;330328.83658683;658802.32026132;4390701.40912665;3650796.49738978;739904.91173688;-1714.47026749;23459570.42222300;6783986.82497932
16;03;2022;4;1;3;30311720.08654840;11128754.72448020;6277762.18944013;1089404.16033654;374578.73031582;573187.03036711;306280.56522375;256539.66176248;511543.08189823;325287.10617385;80267.41343662;247326.27335335;349880.24597893;736698.26619342;331507.11620061;923177.90261815;4398021.73505535;3655501.65850094;742520.07655441;1454.77222900;20149048.91230390;6620245.07633887
16;03;2022;1;2;3;10903619.87192190;5404032.24767219;2982354.40195373;436423.36264818;206210.00104767;294391.14861921;155685.27526540;130745.76694171;299724.30460623;149515.88649084;53945.94788818;127103.11371814;149124.42211709;418808.61637582;186855.42693275;244909.71974297;2536372.89608130;2034052.40882311;502320.48725820;12417.13015264;5808749.24932696;3289716.79798690
16;03;2022;2;2;3;12004296.65753760;5572884.32970949;3059324.50003135;446442.29062104;216137.56229046;306633.63755583;157212.11221981;135304.61200793;321049.71655333;155158.00968346;56405.25624427;133430.04450726;158097.48499878;427689.10299598;194586.84725829;346309.84356109;2466024.52036482;2029511.03613631;436513.48422851;39793.44623730;7335568.31279931;3950870.64239270
16;03;2022;3;2;3;12938563.68531890;5548755.70645102;3002912.06973775;442122.71216620;214534.72938761;310594.16139430;158617.56973580;132489.54673128;328936.17658194;162628.70803033;56737.96403979;138940.21545265;159752.42786295;440489.42533045;198636.63643105;346826.90709772;2539555.85424095;2052655.40137684;486900.45286410;-1417.79718515;9231589.62824802;4925383.24996467
16;03;2022;4;2;3;12252889.72350790;5638541.28015935;3034610.75844574;445939.14768364;215044.83227327;310483.53314252;164201.45103519;132709.94960688;337122.70669529;167362.04548007;56568.29831254;142051.97334432;165887.66253099;466558.92160891;202162.77063938;504302.16447781;2610415.41629787;2078347.52173077;532067.89456710;761.02942613;6198344.07629813;2901637.01379078
16;03;2023;1;1;3;27717332.94863680;11602597.89665350;6694012.49781566;1151588.66525784;374768.34663846;584255.15316014;314593.91519447;255135.00815116;491191.21354624;329248.51213441;79210.34605885;243659.66057054;347081.61689128;737852.96123446;326728.83558116;460806.46110376;4133613.83187853;3587899.21463133;545714.61724720;1016.18588516;16652199.57445730;5459629.83692263
16;03;2023;2;1;3;31521272.79725510;11943011.95886040;6920662.03499176;1183260.10162854;403897.90079914;589390.64268949;316911.29453378;253052.73947202;507816.54732978;318255.81677293;77882.12586259;255586.44551254;358801.74888902;757494.56037880;361209.91862822;733941.92998517;4427795.77904066;3789650.66327664;638145.11576402;2177.19238325;19665561.46606910;5612425.44771168
16;03;2023;3;1;3;32971046.73186240;11982919.03283290;6960619.36947316;1210764.18107813;385218.72830950;585105.41930079;304671.58729257;266495.38781831;501994.74579106;329887.79049943;75260.87312053;250515.04759692;351930.22345729;760455.67909526;350606.83961408;686148.79878316;4598794.37438700;3858498.44098782;740295.93339918;5564.05984381;20438344.14997910;5091330.52357774
16;03;2023;4;1;3;26307853.37389090;12258324.79606860;7119339.14171105;1234417.24299043;387479.23188242;594463.67473101;309101.67280664;264339.31811551;537054.67324360;338610.76600769;78244.62066464;253799.35183347;375988.34079921;765486.76128294;380223.14606361;982604.11276853;4684672.32983661;3743895.18513858;940777.14469803;-982.51134388;13692280.14345250;5689268.64295503
16;03;2023;1;2;3;11544581.38682980;5817465.25066054;3208487.33583123;458704.95273322;214920.26574429;319044.51838499;168545.03384192;132694.39365489;334832.86045940;168536.87171853;56599.47449738;138646.44698806;164620.30861819;451832.78818846;200639.73923051;279980.33508501;2540089.01284835;2108481.32914010;431607.68370825;912.64155766;6074763.14704674;3369268.73959896
16;03;2023;2;2;3;13547976.76325370;5918124.92004882;3257580.38142219;464986.64370138;230717.56925630;321738.93191776;168414.04574185;131375.86886202;342166.60620075;164592.28685243;58173.08055745;145335.31576208;171691.68288804;461352.50688657;213177.44214185;386499.47932980;2595503.51757318;2113694.28892004;481809.22865314;1326.58949824;8182881.15510385;3749536.34044203
16;03;2023;3;2;3;14578726.93972500;5876874.11841072;3257070.70475932;471625.32566985;216415.57705880;319065.85487496;159335.67929760;137469.96528987;329074.95806028;164672.48666262;58594.51213259;140588.33169792;160386.84860044;462573.87430649;204584.60652059;351593.21144683;2619389.13353422;2137502.03280329;481887.10073093;3193.48544011;8802370.48365261;3279278.09928007
16;03;2023;4;2;3;12556950.82236220;5952434.13443237;3274624.33738078;477113.35188524;219050.47028203;322656.34279288;161942.72095494;136321.40098860;349316.89318738;168945.49831231;60557.45449826;141909.49431390;177909.31281901;462086.85701704;219473.59495306;517642.41895972;2643275.96996312;2061653.79964476;581622.17031836;-906.67421069;7154834.21489207;3929802.83662744
16;03;2024;1;1;3;23311940.96153440;12391990.28475390;7173323.68596233;1227260.24355269;397042.84294065;601100.27184094;319879.97819927;269145.79357093;545055.49574682;351900.57109051;82018.13810176;252688.94500623;393396.47530245;779177.84343934;428028.33923328;561510.47127406;4631381.99744513;3817282.45970463;814099.53774050;1122.45885804;13332706.42878310;8034799.01881307
16;03;2024;2;1;3;27879162.32928740;13019694.77293320;7665972.65981617;1269574.41026991;421621.39651919;614204.31492704;318891.04130123;274842.71616052;545402.73797899;355285.29377817;83907.83481925;264846.77077279;387622.99994195;817522.59664799;447752.04105556;803917.97485230;4721822.69485100;3903873.23511398;817949.45973701;9116.39645106;16605367.06076690;7728508.61162265
16;03;2024;3;1;3;34053038.08218050;12975803.45765130;7614892.64317168;1269951.08446665;407044.23929031;618489.87514103;321152.94562491;283668.41501154;529796.51548419;359168.44293921;85256.07920789;263126.52756499;383135.04792096;840121.64182795;418071.31000193;759036.13547457;4849024.45968394;4011507.18450848;837517.27517546;25354.42766122;19892233.94388870;4866485.65218113
16;03;2024;4;1;3;31480267.56336290;13239343.66270340;7782480.86257694;1287822.27536211;408375.59254265;624601.78844154;324010.52074427;289199.18795185;525090.61775783;363958.31964299;89391.43784084;269075.06526025;400870.96743235;874467.02714981;432093.26268903;988689.53683775;4965814.41396664;4012466.04525293;953348.36871371;16078.16776922;20025635.35911340;8187386.83971655
16;03;2024;1;2;3;12323090.82927590;5979806.83029266;3271676.50315858;475157.49460566;221758.76916778;328830.87136535;166681.84948056;136350.04869233;355393.71950490;175847.63132665;61498.66067565;141973.82653835;183833.61245217;460803.84332467;245760.46130751;339365.93322548;2639977.98665068;2125098.48322413;514879.50342655;943.19942886;7054774.20907073;3937537.79070001
16;03;2024;2;2;3;13888119.43387570;6179297.63826548;3424658.57184833;481547.82051672;233910.99002608;334889.08223749;166641.30918606;138150.28770356;356217.07764989;179782.84022183;61610.98917847;149385.86851549;175906.54848440;476596.25269715;251731.77514616;438586.25497391;2663181.82931418;2144432.34997630;518749.47933789;6514.99973215;8486714.50128804;4137907.56484420
16;03;2024;3;2;3;15658585.93807290;6137170.75616404;3411379.45442184;477849.85749267;224132.30594037;335881.33889735;165817.60924705;140171.22115211;344588.82401379;181819.84589557;61667.26563691;145711.38006119;169210.48153406;478941.17187113;236826.23841987;403225.26054339;2690381.76436994;2170577.50512294;519804.25924700;19042.52100678;10185320.06312040;4013380.66555148
16;03;2024;4;2;3;13435132.80990160;6201442.60727427;3444336.76112954;481302.47233542;225203.74935600;338702.76131962;167314.98129409;142868.76902750;350182.66213779;184504.06964869;63496.93722744;149148.04529559;173615.17062442;480766.22787816;241263.05720017;468421.80236589;2756280.57048034;2177750.41958058;578530.15089976;13702.03695080;10239347.23760640;6485324.50197622
16;04;2010;0;1;3;8514045.17465895;5474077.19295094;2873646.25160224;547393.59565952;114735.27949742;476828.40755544;209658.95019174;186389.60761609;297454.36746490;332299.53158390;55351.81176291;102290.50978238;136763.91676669;141264.96346771;120282.09845732;1159070.66193857;3339945.21113181;2125211.16326133;1214734.04787048;-186064.48059369;1357103.39260559;2750368.90183158
16;04;2010;0;2;3;8514045.17465895;5474077.19295094;2873646.25160224;547393.59565952;114735.27949742;476828.40755544;209658.95019174;186389.60761609;297454.36746490;332299.53158390;55351.81176291;102290.50978238;136763.91676669;141264.96346771;120282.09845732;1159070.66193857;3339945.21113181;2125211.16326133;1214734.04787048;-186064.48059369;1357103.39260559;2750368.90183158
16;04;2011;0;1;3;9952258.77171745;6404401.85125393;3389251.83475666;635930.92424564;142639.85617871;600500.39735100;244671.72199516;227685.60670908;274164.37614701;373179.49409986;62990.99964504;123057.01680377;163210.13401186;167119.48931015;132732.37479674;1303513.18611175;3880955.82686412;2575953.84337832;1305001.98348580;37962.04406018;1833648.03050378;3640954.54187304
16;04;2011;0;2;3;9003712.13574334;5808435.25842332;3092328.57726710;566950.04147072;120667.55776064;520939.78092841;224398.47790003;199802.76506879;269996.16634344;339136.27070090;59484.04316852;110163.50381781;149378.74045564;155189.33354131;125201.79965561;1199275.75659997;3528361.81588085;2239909.79139114;1288452.02448971;29302.40524121;1603856.84947495;3290721.74953257
16;04;2012;0;1;3;11373999.21885230;7527818.41651232;4052892.87479815;712849.80326205;156078.59720560;743181.57270763;306445.26542040;267642.45815968;285375.20124620;403993.03478279;66744.96504075;140075.41067284;197951.79475007;194587.43846616;145794.77473157;1475729.13300730;4309479.30165328;2895353.99014331;1414125.31150997;460735.24261793;1803996.93444484;4349554.58411498
16;04;2012;0;2;3;9479393.59549413;6281774.67925928;3392724.15451750;587257.67664847;131325.83233763;571759.72429608;240932.31355643;212197.29279811;278578.35264891;354269.81269623;61082.66499631;119171.79715223;163294.93107039;169180.12654100;131317.31713818;1291523.00526417;3682202.45008047;2298484.87582505;1383717.57425542;363061.65271418;1742870.26261404;4013355.77157619
16;04;2013;0;1;3;12395276.57204820;8671192.35048001;4704971.77124897;830743.88982730;171040.59608137;866257.03069872;355004.68676844;323067.19546098;288305.28248940;467683.62373242;74169.99375194;162203.07132915;221555.27575346;206189.93333786;170483.81689693;1673711.93682213;4805561.11921517;3324968.45666095;1480592.66255422;120605.34732788;1873548.40224714;4919826.40094104
16;04;2013;0;2;3;9937385.58577100;6609368.21336002;3558719.27505859;621270.25206091;133894.41351121;626583.45894127;264872.11383305;230559.40038149;280773.15372400;361175.02425306;65970.58162492;124722.54963915;170673.81288783;170154.17744455;145509.50151774;1369736.84581957;3908953.71516946;2461433.70043636;1447520.01473310;135268.00389231;2045309.51229839;4276760.20628648
16;04;2014;0;1;3;13229171.44437330;9507148.16052084;5158681.50829544;980282.48274789;185348.35530548;922420.95804588;397842.84177521;334872.54149924;291473.49271923;535252.47538700;86401.97171574;172092.65789898;236819.52592856;205659.34920219;206527.52709639;1851679.59837718;5063051.16561362;3524940.77800739;1538110.38760624;-291824.51871792;1963106.29008953;5070516.77860630
16;04;2014;0;2;3;10318700.80384580;6902126.38117428;3680190.78730080;633746.29201745;146160.60016712;681884.69985404;289329.47510335;239178.22498371;290196.38440059;383296.40928313;71919.32500091;134490.09430974;178484.89935661;173249.18939684;161785.09583776;1409834.56620472;3998248.09971232;2502864.22954241;1495383.87016991;-80809.36393606;2222284.19411276;4294768.16925997
16;04;2015;0;1;3;13857853.68094800;10018798.14598200;5149299.09700670;1149805.74551721;199236.03377678;1023292.41375623;449703.94052517;355189.92211185;317068.01221268;601210.61853985;87752.69864017;200197.99777559;258258.05851209;227783.60760766;221254.39874017;1970234.90857517;5041847.62240100;3407149.39166167;1634698.23073933;-303346.51840329;1936161.89434603;5027096.77069305
16;04;2015;0;2;3;10539018.50170170;7117180.91109335;3732470.43081194;673894.54853441;152773.96169678;716162.05710545;314721.86963255;240506.28008517;291796.95574250;403584.14061522;71747.57778836;145612.05641173;188697.59669857;185213.43597066;170367.34627670;1468629.28016209;4002263.00498784;2507490.79912141;1494772.20586643;-255396.56492831;1946693.73434896;3910719.21023890
16;04;2016;0;1;3;14262695.30543360;10672848.65431380;5459023.71862742;1253464.50029096;205205.85704390;1086693.67016241;485269.36008767;375457.76817037;348473.59381083;634108.69733122;89981.89703270;209772.28214424;278610.32332903;246786.98628306;242763.43096807;1969080.44822626;5322644.95529538;3607335.85817239;1715309.09712298;-497714.05523603;1777452.93466858;5224381.06280251
16;04;2016;0;2;3;10786005.18594260;7351424.29070388;3864091.79387294;693740.98063615;155273.20874414;739253.28224015;337285.04320567;247589.27484768;292948.72370094;411469.83587938;73860.56925585;150988.73388076;193254.80746512;191668.03697510;176904.19318602;1399342.03340675;4157953.16799281;2662631.66799281;1495321.50000000;-171799.60000000;1774973.03388180;3902791.93322862
16;04;2017;0;1;3;15035348.17505470;11193476.06674930;5769942.56594268;1299512.10029774;208818.36879120;1136953.96550200;514586.56100040;394042.32488417;360675.25174009;651006.07992041;93490.87282654;218103.78788972;286553.72830680;259790.45964756;253227.72748596;2359604.79685587;5543467.42356559;3817784.83167806;1725682.59188752;-327701.59399090;3640346.39402913;7627072.63964027
16;04;2017;0;2;3;11265294.16715060;7576472.55977037;4029302.60246734;704043.68558843;157092.68225444;748890.03410832;341999.45967539;258502.13502615;294246.44463284;417933.11482123;75916.55366350;156453.78550202;195993.88239042;196098.17964028;183838.03436001;1545228.63845782;4313237.34301576;2813479.52744416;1499757.81557160;-178988.31753242;3357362.66428457;5531856.75520555
16;04;2018;0;1;3;15984334.26233950;11964212.14812490;6291163.79170949;1357158.53825000;217723.58804697;1173305.56341047;540848.73488861;409568.78463040;385940.62823734;676693.13599371;97757.58206500;227746.82593518;314174.94241170;272130.03254606;278874.95116830;2668468.38923319;5811270.54871219;4164855.09629251;1646415.45241968;-615839.29100660;4409305.18818694;8531957.67207949
16;04;2018;0;2;3;11723719.29726640;7919374.51935202;4270735.66921174;725391.44515497;161855.54906510;772334.44728118;353714.34784436;259329.95910878;310354.06432425;423580.74399461;77837.23838225;160964.86598622;202940.81771358;200335.37128496;198464.14587073;1686283.10333754;4417501.54433250;2971311.48335503;1446190.06097747;-241439.85814947;3849406.28432391;6105870.44180087
16;04;2019;0;1;3;17130200.58910100;12828659.35927140;6945911.32195840;1392392.59388149;224498.72322888;1200328.38733188;559512.66257746;426377.93785731;415721.97773359;713653.18913226;102247.79791335;239808.98829100;323769.96419000;284435.81517579;314982.09461875;3011361.70950392;5961259.91972884;4350364.83522919;1610895.08449965;-329474.91543456;4384212.23848462;9040799.81707199
16;04;2019;0;2;3;12382330.92192080;8256583.37800245;4529432.20897304;736753.27301571;164639.22240236;787282.05582737;359749.06110651;264147.46818477;322922.44515273;434758.73147961;79601.22180387;166269.23399967;205499.69256147;205528.76349534;218653.28593084;1753382.61420528;4498428.55361669;3190284.02598611;1308144.52763058;-180474.73743315;3856575.01294356;6020817.18534492
16;04;2020;0;1;3;17230571.28564260;12995508.62840140;7041603.50850860;1414494.63971049;224806.16525039;1224909.49266947;551200.27949126;452096.48953001;400606.74234517;745947.96562330;92347.55876746;242662.42748087;306581.13385792;298252.22516643;305343.61074438;2904279.61438546;6112306.05709383;4450945.27021970;1661360.78687413;-186317.46326492;4402468.12733452;9303017.28905205
16;04;2020;0;2;3;12427420.23250160;8237674.23185206;4515964.92049404;736516.50682459;162877.58272265;799964.68163674;350791.30948496;275182.24907246;306582.56942800;447540.63818512;71020.21009341;166252.60707627;194745.58465443;210235.37217939;213252.54976834;1688332.11921827;4581995.15961079;3238138.28637590;1343856.87323490;-177264.20975837;3830030.37813895;5946599.99632841
16;04;2021;0;1;3;19635536.55589220;13553382.57375320;7360149.42315958;1462872.11328853;240075.41444092;1317460.68969479;547776.87909938;462469.78284463;409076.14653863;771205.10554033;82620.14876789;261288.88018025;323214.88666403;315173.10353424;324999.69777097;3068779.89139967;6101370.80434135;4593998.17552093;1507372.62882042;-25705.99775067;5282072.97012189;8669363.38374425
16;04;2021;0;2;3;13037365.23453470;8355425.71621350;4575701.81626344;738015.97341566;164274.47625046;830523.33247526;340774.79100195;276793.88400406;308426.87619274;465206.10766958;62980.72231084;173814.58587164;202095.96926073;216817.18149715;216749.89158455;1709773.93713234;4351075.16346620;3240481.44055189;1110593.72291430;-25114.11439394;3914102.38548236;5484647.74495026
16;04;2022;1;1;3;5214483.65357900;3624205.30000000;2007239.10000000;405740.60000000;65012.40000000;354602.20000000;137805.20000000;119039.30000000;103363.70000000;189850.20000000;21736.10000000;63126.20000000;80586.20000000;76104.10000000;80472.30000000;437053.70000000;1528251.90000000;1235534.10000000;292717.80000000;430.60000000;1557669.86936535;2013600.01578635
16;04;2022;2;1;3;7105972.39074549;3820623.80000000;2116480.90000000;406825.70000000;68693.90000000;376005.80000000;146864.40000000;127950.30000000;112970.80000000;203529.60000000;23191.00000000;68588.50000000;87625.70000000;81897.20000000;92322.90000000;764156.20000000;1605137.80000000;1322984.40000000;282153.40000000;6393.80000000;2601424.62308665;1784086.73234116
16;04;2022;3;1;3;7481816.14278833;3913321.20000000;2133126.80000000;418719.70000000;69627.40000000;386727.40000000;155645.50000000;128687.30000000;126209.00000000;219240.40000000;24363.50000000;75307.10000000;91982.00000000;83685.10000000;95457.10000000;764828.80000000;1759888.30000000;1387054.30000000;372834.00000000;-74.90000000;3320245.50808040;2371849.86529207
16;04;2022;4;1;3;8032206.76338375;3915682.40000000;2129680.50000000;416599.50000000;69897.50000000;387017.20000000;156826.70000000;129715.10000000;128024.80000000;220755.10000000;24461.80000000;75817.60000000;91832.80000000;85053.80000000;95773.30000000;1076816.60000000;1828320.10000000;1445023.30000000;383296.80000000;189.95049660;3583585.89946759;2468161.48658044
16;04;2022;1;2;3;3119400.33556225;2168641.00000000;1208954.80000000;193607.30000000;44361.30000000;215759.80000000;83975.00000000;70689.10000000;76643.60000000;113704.60000000;16310.30000000;41575.40000000;50723.30000000;52336.50000000;53985.30000000;292852.80000000;1040907.60000000;823991.90000000;216915.70000000;231.90000000;885798.84847399;1323017.11291174
16;04;2022;2;2;3;3573062.92144934;2238063.00000000;1246598.90000000;197803.00000000;45701.40000000;222529.80000000;84833.50000000;72868.20000000;79929.00000000;118237.10000000;17135.50000000;43508.50000000;53913.20000000;55004.90000000;57138.90000000;412743.10000000;1023942.80000000;823413.70000000;200529.10000000;4752.10000000;1037190.24631049;1200767.22486115
16;04;2022;3;2;3;3606341.90898057;2238626.20000000;1237034.90000000;195267.10000000;44901.50000000;224178.80000000;85563.70000000;71079.90000000;83262.30000000;124046.00000000;17289.20000000;46448.70000000;54436.20000000;55117.90000000;59086.50000000;413054.80000000;1088804.10000000;850399.60000000;238404.50000000;-62.80000000;1167360.43193706;1360527.32295649
16;04;2022;4;2;3;3646778.13327182;2263919.30000000;1244036.80000000;197169.40000000;44922.00000000;224268.40000000;88896.20000000;71290.80000000;86189.30000000;128213.80000000;17337.90000000;47983.20000000;56500.00000000;57111.50000000;59805.60000000;602216.80000000;1133197.40000000;878894.90000000;254302.50000000;94.40000000;1170229.87254243;1582685.23927061
16;04;2023;1;1;3;6846257.73465164;4043144.90000000;2205430.70000000;459679.10000000;69823.50000000;389811.90000000;162287.80000000;128632.70000000;124703.10000000;224334.70000000;25436.90000000;76399.00000000;90033.30000000;86572.20000000;96903.30000000;533478.70000000;1660413.90000000;1386574.00000000;273839.90000000;-1740.80000000;2653485.09550568;2139427.36085404
16;04;2023;2;1;3;7540891.10272284;4157757.20000000;2300841.40000000;469418.70000000;75060.50000000;393868.40000000;162069.90000000;127976.50000000;128293.30000000;210216.20000000;26428.30000000;80258.10000000;93881.80000000;89444.10000000;103883.50000000;854377.10000000;1720285.80000000;1397563.00000000;322722.80000000;1084.10000000;2556460.84350474;1852957.44078190
16;04;2023;3;1;3;7384869.18803611;4193021.00000000;2325867.70000000;477936.80000000;70493.30000000;391812.30000000;154849.60000000;134212.80000000;126986.00000000;225313.50000000;26706.70000000;78343.40000000;90195.80000000;90303.10000000;98571.90000000;802680.40000000;1764778.30000000;1407098.20000000;357680.10000000;-1760.50000000;2498085.31454865;1970507.22651254
16;04;2023;4;1;3;7516872.54668176;4242097.10000000;2345774.70000000;486013.90000000;71756.40000000;395537.50000000;152674.50000000;132894.20000000;133111.50000000;232321.70000000;27643.00000000;78776.70000000;97177.20000000;88415.80000000;104430.50000000;1149596.60000000;1936587.60000000;1486683.40000000;449904.20000000;1451.37518307;2499412.64335022;2416703.27185153
16;04;2023;1;2;3;3313648.59479936;2291387.50000000;1267006.20000000;203105.60000000;44842.00000000;226245.60000000;90529.70000000;70670.60000000;84090.90000000;128490.60000000;17346.10000000;47117.90000000;55015.00000000;56927.30000000;59751.70000000;332537.00000000;1058772.10000000;858386.60000000;200385.50000000;-1551.20000000;953284.87605434;1380533.38125499
16;04;2023;2;2;3;3831322.53119147;2347682.00000000;1313921.10000000;205192.30000000;47902.60000000;227367.60000000;90398.60000000;70606.40000000;84377.10000000;125391.00000000;17749.00000000;48966.50000000;57301.00000000;58508.80000000;62675.30000000;482321.90000000;1067486.10000000;849520.90000000;217965.20000000;867.20000000;1072139.63119147;1201849.60000000
16;04;2023;3;2;3;3866181.46406196;2336349.70000000;1314366.20000000;207776.50000000;44781.00000000;225032.10000000;85514.60000000;73788.00000000;82482.40000000;125725.00000000;17889.60000000;47687.00000000;52324.80000000;58982.50000000;59403.90000000;420479.90000000;1089524.40000000;857652.20000000;231872.20000000;-933.70000000;1159326.68476173;1197969.42069977
16;04;2023;4;2;3;3872800.34054268;2361675.90000000;1321468.40000000;209834.00000000;45328.90000000;227142.00000000;86082.80000000;72872.10000000;86343.00000000;129404.00000000;18505.90000000;47907.90000000;59707.40000000;57079.50000000;62318.60000000;602616.30000000;1156949.80000000;891815.40000000;265134.40000000;1111.43283228;1159189.60575565;1471061.29804525
16;04;2024;1;1;3;6543523.84873697;4274904.40000000;2353383.70000000;494880.30000000;72744.40000000;394890.30000000;154878.70000000;134100.20000000;130881.50000000;241943.00000000;27483.40000000;80852.40000000;99428.90000000;89437.60000000;117488.20000000;635665.20000000;1823837.70000000;1418791.10000000;405046.60000000;227.60000000;2208210.79025173;2516810.04151476
