kode_prov;kode_kab;tahun;q;adhb_or_adhk;status_data;c_pdrb;c_1;c_1a;c_1b;c_1c;c_1d;c_1e;c_1f;c_1g;c_1h;c_1i;c_1j;c_1k;c_1l;c_2;c_3;c_4;c_4a;c_4b;c_5;c_6;c_7
16;07;2024;1;2;3;6167789.16288760;3700614.06664319;2142965.69128944;237030.33975167;112834.65891688;239242.62985742;132670.74593566;99621.58537801;223240.87263183;85713.56899367;48768.45484590;132352.38079461;123931.30500059;122241.83324749;90445.38205790;306285.74513972;1510287.38572140;1294967.26414814;215320.12157326;-2932.37678446;1932857.26900931;1369768.30889945
16;07;2024;2;2;3;6120942.93708743;3753383.56899330;2172244.57854800;239636.13468680;119250.59990811;248624.92223053;126319.81522283;103847.90387788;225853.04142506;86317.49025827;50876.35962290;130792.31317356;124176.06940061;125444.34063876;93203.08878055;400061.76406828;1570060.05913580;1356820.57299719;213239.48613861;-1266.47922945;1775720.71027566;1470219.77493670
16;07;2024;3;2;3;5935517.33493448;3644924.66586371;2102008.51671176;236429.40124618;114636.37583098;251744.94178135;122588.26724574;106935.30341368;209341.63768484;86787.51558622;47010.71808439;119670.31473526;120811.48502291;126960.18852040;83356.26716318;372146.05840727;1577668.69668121;1357034.68043974;220634.01624147;-6867.85910422;1834782.17624328;1570492.67031996
16;07;2024;4;2;3;5936497.63864068;3696754.26459409;2122286.32682734;224153.06342675;114167.04788198;259887.47222172;128632.30266371;105065.72694524;222488.41696410;89744.32575629;49716.06255758;127991.94984442;123855.63955761;128765.92994734;86549.01950104;498437.21988529;1571229.44969081;1330923.59023342;240305.85945739;-789.20729749;1722085.12448848;1637768.23222155
16;08;2010;0;1;3;3663702.05749606;2265561.66110416;1126455.97173799;192026.19157973;96662.71213788;215269.41633470;104039.82367467;75879.19604466;177389.84457050;52099.37098482;51820.63616984;69434.94126207;68319.40697411;36164.14963320;38349.93774179;509360.30449817;1338389.18139957;947444.50242860;390944.67897098;-20340.56234494;1088728.02274164;1556346.48764433
16;08;2010;0;2;3;3663702.05749606;2265561.66110416;1126455.97173799;192026.19157973;96662.71213788;215269.41633470;104039.82367467;75879.19604466;177389.84457050;52099.37098482;51820.63616984;69434.94126207;68319.40697411;36164.14963320;38349.93774179;509360.30449817;1338389.18139957;947444.50242860;390944.67897098;-20340.56234494;1088728.02274164;1556346.48764433
16;08;2011;0;1;3;4133576.97573064;2595289.84879312;1270925.52775373;216653.81958912;119059.84034901;258496.38717390;124931.44172555;90832.54450939;193834.48802773;56929.16032403;56624.58584127;83118.33442438;77081.46660222;46802.25247280;40671.00000000;558868.00000000;1468653.00000000;1050989.00000000;417664.00000000;-19876.93547204;1310073.52000000;1820101.45759043
16;08;2011;0;2;3;3854386.13798858;2402457.30627952;1193628.01685313;203476.96491460;100993.69998926;230909.78970308;111598.82446149;80350.64127454;182838.91231831;53699.76137245;53412.46437121;73526.63639165;72975.21560910;45046.37902069;40171.00000000;528962.00000000;1386962.00000000;969998.00000000;416964.00000000;-18876.93547204;1280073.52000000;1765362.75281890
16;08;2012;0;1;3;4672224.12210207;2949581.27408661;1465270.85199704;244886.01593132;127271.44682621;286467.65381568;149564.99862780;102510.67725208;213850.77161181;60701.31677266;60070.08101745;93804.66879938;90645.85473381;54536.93670138;45659.28000000;615924.00000000;1737762.00000000;1290440.00000000;447322.00000000;205722.65404858;1382720.34360000;2265145.42963311
16;08;2012;0;2;3;4056975.33446117;2565426.95216341;1292017.22026021;211499.33754140;107084.81206528;238764.79768450;122089.57586226;84497.68526679;196025.56935292;54709.88959986;54701.13836200;78268.08867835;78339.11581843;47429.72167142;42323.25678142;562821.08934980;1440130.69184826;1003361.82949321;436768.86235505;180529.84384398;1351856.84207318;2086113.34159887
16;08;2013;0;1;3;5221446.68438421;3390970.88029077;1724219.64543983;283759.67414500;140099.66364566;332516.44489592;166556.94055999;122237.16612874;217089.12144828;72437.26814809;64813.70832054;106882.91648219;103199.88039357;57158.45068297;54334.81801677;685015.46503724;1935092.11255180;1485358.71255180;449733.40000000;143881.12000000;1465241.99250103;2453089.70401339
16;08;2013;0;2;3;4267954.11126483;2680929.39222344;1340681.43016812;226259.61072588;112626.33902722;255279.03215103;132239.45667464;89976.99314808;197226.59480858;57925.42158139;57615.51704010;82335.44317598;81908.24556028;46855.30816216;46925.61000000;584276.00000000;1510690.00000000;1064822.00000000;445868.00000000;203474.56455411;1499791.45460079;2258132.91011351
16;08;2014;0;1;3;5805754.14951132;3829175.10355637;1964410.44007363;345951.94875340;147819.96323685;360591.63087863;187866.85009612;130706.82325004;242728.18038091;84462.54519440;75480.86935006;114812.60500013;114705.14734222;59638.10000000;65227.50000000;755564.80000000;2133733.50000000;1644323.10000000;489410.40000000;95832.40000000;1465752.54595495;2539531.70000000
16;08;2014;0;2;3;4503084.88422409;2809092.03263318;1390199.30211421;235066.03609766;123676.97472156;264751.57753309;137140.70358824;94726.67750818;216789.15193199;62964.64155232;61622.42681553;86681.74719273;86478.67829421;48994.11528346;52461.00000000;601137.81998041;1578959.08083547;1119077.08083547;459882.00000000;178060.15780816;1612794.53852741;2329419.74556055
16;08;2015;0;1;3;6376851.38191840;4164884.18232916;2058586.42797335;420456.56711482;160200.11664937;395927.79167568;210374.60805549;142951.87056246;272411.76401230;96236.13891850;81130.81002049;133258.64612331;128718.75750340;64630.68372002;72638.73884236;843353.59356949;2202534.11434078;1680895.41000000;521638.70434078;180016.18030659;1546365.83796835;2632941.26543834
16;08;2015;0;2;3;4707443.01379783;2960711.95051072;1452868.00000000;253008.00000000;129600.00000000;277953.74000000;147837.50092800;98300.00000000;231984.00000000;66265.00000000;63483.40040000;95327.80278272;91718.40000000;52366.10640000;56861.00000000;628169.00000000;1647522.00000000;1170640.00000000;476882.00000000;149444.20000000;1506267.81379783;2241532.95051072
16;08;2016;0;1;3;7014614.64602552;4727722.60000000;2354386.60000000;477045.00000000;175170.00000000;455927.00000000;230376.00000000;157951.00000000;311411.00000000;109324.00000000;88055.00000000;151258.00000000;147165.00000000;69654.00000000;76453.00000000;853340.00000000;2397794.00000000;1835230.00000000;562564.00000000;99345.00000000;1845305.04602552;2985345.00000000
16;08;2016;0;2;3;4951559.02761403;3150596.00000000;1548734.00000000;267658.00000000;136212.00000000;299650.00000000;154343.00000000;102987.00000000;245320.00000000;70230.00000000;66900.00000000;104432.00000000;99230.00000000;54900.00000000;59200.00000000;608054.71974000;1728231.00000000;1234586.00000000;493645.00000000;69300.00000000;1769932.02761403;2433754.71974000
16;08;2017;0;1;3;7592138.10000000;5124646.79995212;2529389.00000000;526374.06500024;182996.34721727;504325.24432059;240378.45800730;172980.56981904;339999.37392066;123839.28952675;96470.01127368;171855.08817258;160165.00000000;75874.35269402;83919.32422543;1026059.50585241;2546438.15139141;1967008.35285947;579429.79853194;31940.81992174;2486478.49865688;3707345.00000000
16;08;2017;0;2;3;5175051.60000000;3259232.49282478;1598734.00000000;276344.82639162;138339.32828105;309028.85944913;155539.85462636;107935.54939914;252874.35038346;76597.12146299;69564.03748639;113991.42198842;103230.00000000;57053.14335620;62105.70498229;663802.98595832;1815812.32049066;1319660.27146795;496152.04902272;22006.70474831;2288878.79099565;2936787.40000000
16;08;2018;0;1;3;8136433.71224098;5496544.71120087;2704582.90000000;549688.07003983;193539.33191789;540135.46159220;258778.64814033;190457.07126410;367593.34339695;138054.20518896;105620.00000000;189345.08191111;177560.00000000;81190.59774950;93892.33807593;1135547.96816962;2703633.99315992;2165125.69663768;538508.29652225;-54340.91261640;2889385.61425104;4128230.00000000
16;08;2018;0;2;3;5436555.57625084;3387637.74092446;1659394.50000000;282347.82772215;142997.21776337;323023.86582082;159609.25381537;113454.11982602;263995.23420364;81151.80154997;73645.63594364;117570.03517231;110860.00000000;59588.24910718;66539.21388298;717892.37967684;1904571.76670705;1417063.47018480;487508.29652225;-36846.38085194;2431360.85591145;3034600.00000000
16;08;2019;0;1;3;8785707.21405799;5882731.91832782;2916146.00000000;572895.77226144;203809.39445478;584948.50401460;278085.18900879;197153.24394550;392748.16576810;146517.46853938;111388.58205560;201552.95444555;189734.68211464;87751.96171945;106419.29818315;1290253.70611740;2809465.73662686;2241768.46854801;567697.26807884;53465.21891986;2313373.83588290;3670002.50000000
16;08;2019;0;2;3;5712922.17241273;3528913.57263214;1747691.14968311;288612.16027051;146751.08347682;335341.27786601;165307.00725637;115721.35917340;272944.63457025;83642.54127150;75398.40207909;121611.37794533;113926.99669633;61965.58234343;72739.93586204;762904.23188258;1989185.35103456;1499678.27049657;489507.08053799;36430.98687497;1968916.02111710;2646167.92699066
16;08;2020;0;1;3;8971730.78189291;5911409.48013780;2940950.94200622;585522.58012158;206240.09883909;600623.79349248;274205.50885631;217295.45973126;365336.72402654;154468.22553690;94912.76160412;204374.41161812;174611.64360523;92867.33069994;105895.88592558;1141299.92582906;2877065.25476589;2275525.22497807;601540.02978782;97035.19644377;2050093.59548385;3211068.55669303
16;08;2020;0;2;3;5734087.40724694;3489128.58349393;1724446.85739233;287519.41062907;145600.98504148;343537.52509182;161848.19956593;123532.55091760;261480.95991830;87450.60709295;63477.91471039;121599.21680753;105243.56558920;63390.79073733;72943.60768246;673752.48798685;2012626.50878655;1499378.33484247;513248.17394408;38674.05246044;1735687.57029074;2288725.40345403
16;08;2021;0;1;3;9530243.40075400;6122341.72513807;3026534.23242949;600913.89885455;215825.33548824;639691.75482602;280304.44536745;222900.11984814;375184.93073450;162565.99236498;96109.01262843;218044.62256847;184871.96817654;99395.41185129;112030.35213473;1206549.44638762;2901215.06811678;2370238.41018623;530976.65793055;107969.55527264;2243571.19547137;3163433.94176722
16;08;2021;0;2;3;5974136.73360441;3536250.36012388;1730863.59147470;290853.63392182;146765.79292181;356545.01392168;162188.08078502;124730.81666150;264239.91338882;92173.33501923;63496.95808480;127958.85584657;109937.42861448;66496.93948346;74679.66554530;689450.92095694;1935447.31680320;1508674.48051850;426772.83628470;50769.25109065;1813809.69186322;2126270.47277879
16;08;2022;1;1;3;2474500.63769152;1646931.53263765;843183.40271647;166345.83247878;57798.95771118;169502.72936414;69565.64163780;56869.52719129;98325.65345322;39291.95992785;24648.05932200;52188.83343566;45292.96502338;23917.97037587;28793.49168164;174343.56885864;756338.39732093;655254.68709890;101083.71022203;-2615.15425420;494094.92884004;623386.12739318
16;08;2022;2;1;3;2550115.47887516;1713629.87533619;875365.41895834;166789.11649663;59329.62326986;178477.85383485;71489.88320527;60874.77062865;102427.62449252;41654.69905860;25612.74395795;56681.15168192;48755.14629979;26171.84345182;30946.02550964;305054.40380392;804058.97122980;709148.53956941;94910.43166039;-5441.14000000;547620.73381999;845753.39082437
16;08;2022;3;1;3;2694629.00852948;1737983.29564571;871237.14284224;172059.52555918;59825.64603431;181711.71469285;74825.73944720;61011.64359621;107876.61928721;44533.46245459;26389.42852807;60800.41562854;50912.59201203;26799.36556328;31004.84120343;310530.29219936;858371.21312206;731536.28660564;126834.92651641;526.85727873;664853.92806512;908641.41898492
16;08;2022;4;1;3;2609252.91554879;1755557.97421146;874317.78164275;172129.28564168;60567.12616880;183545.76876866;73938.53893349;61330.92555380;119343.55325588;44732.50387383;26698.34127210;61075.74394893;50912.97645025;26965.42870129;31492.48608057;435543.45376010;859634.99620488;731001.30290496;128633.69329992;636.96327193;607933.66883669;1081546.62681685
16;08;2022;1;2;3;1534451.33317864;923266.70360102;462979.61966780;75810.03008526;39061.05966189;91889.93514453;40457.98942253;31858.72819323;68006.31523708;22734.51908809;16333.09960360;30683.12255960;27351.25733615;16101.02760127;18990.65023940;119094.80842423;477937.51788503;394534.43125281;83403.08663223;-1779.45236796;423643.98614960;426702.88075269
16;08;2022;2;2;3;1529881.84798434;933660.71011274;463407.54884621;77117.63272650;39246.32039548;93818.35453156;40941.41146105;32824.67402795;68079.81392907;23291.48928880;16870.02364259;32238.60596186;28906.49705123;16918.33825043;19202.46746386;168259.35122694;469015.41666063;394168.91976513;74846.49689550;-4136.32000000;451984.06953881;508103.84701865
16;08;2022;3;2;3;1647935.15936967;928391.87561915;455769.09240861;75913.03785391;38722.81976269;95425.19169551;41262.57134318;32041.10560331;68927.46951352;24008.94971387;16830.99793398;33481.62295065;29095.43479190;16913.58204802;19308.43985715;170311.64395844;487019.06020818;401635.13657843;85383.92362975;295.33622003;627759.24385543;585150.44034870
16;08;2022;4;2;3;1551717.69740823;950100.49431431;465942.85556240;76595.96397643;39146.53732193;96350.19678389;41324.64815534;32066.99127123;75741.30929594;24331.81756043;16821.81237822;34135.85606813;30213.03578026;17429.47016012;19986.06340939;243561.55623455;504699.68748896;408706.63752176;95993.04996721;527.71488733;523760.32977722;690918.14870353
16;08;2023;1;1;3;2690704.09547407;1805705.79870256;915118.22457977;187611.01422021;60824.35907508;182324.42592200;77559.57941718;60831.59063445;112175.57812470;45638.03857396;26711.54027866;59626.20987476;50275.55597902;27009.68202276;32404.55413460;214381.91552997;794367.94175785;702364.22216691;92003.71959094;-478.52791686;581088.36103607;736765.94777011
16;08;2023;2;1;3;2679196.69150521;1851415.25375194;936142.71410379;193407.79313859;64468.43152232;185436.80663631;77744.24630221;60516.82692744;118203.63631706;44166.75973444;29169.07453223;62191.77760637;52437.02613704;27530.16079414;33517.58860118;342885.63924835;823122.94211187;718312.83382666;104810.10828521;1116.85681262;602263.83685353;975125.42587427
16;08;2023;3;1;3;2921507.65668967;1865133.73468181;945865.26684276;197463.43573077;63110.05339762;187804.87792929;74293.73282313;63025.47986003;119838.54377041;45334.25272200;29637.22423899;60131.16717045;51154.68228868;27475.01790768;33358.24240432;321421.67952200;853142.49464525;733969.22766356;119173.26698170;1531.67377280;511301.96369593;664382.13203243
16;08;2023;4;1;3;2798986.54836724;1884544.91547835;949759.52176203;200552.82005886;63014.89170527;190805.49162844;75923.99180332;62547.62802829;121791.65650312;45525.69413399;31020.20883352;60485.91466497;55547.31519299;27569.78116355;35125.44008305;461063.37556985;920765.48553731;770977.47212819;149788.01340911;924.93108426;508117.66247658;1011555.26186216
16;08;2023;1;2;3;1599014.57369868;969287.79956835;483762.35881968;78730.93937616;38947.78549590;96493.97182674;43093.74375341;31776.91823085;74548.78415131;24834.39638539;17015.27071964;32963.67362634;29819.50240111;17300.45478183;19901.43696572;131945.88966705;477673.64298058;402295.21358782;75378.42939276;-206.10732788;506193.32977722;505781.41793236
16;08;2023;2;2;3;1589120.52081224;980516.01270115;489792.75166383;79674.98020983;40268.94667034;96866.45966171;43023.36445336;31568.11396738;74831.83492730;24241.80319550;17586.28288075;34177.35396749;30975.18921628;17508.93188737;20513.01899478;197387.76251336;485081.32305761;402871.16205407;82210.16100354;861.10586587;501367.64735483;596606.34967535
16;08;2023;3;2;3;1725281.68728049;978456.64132101;491085.07752106;80782.68326995;39725.87129919;96697.82331290;40644.74775072;32826.31293045;74566.74200273;24679.48695681;17803.05337555;32789.12737850;29409.95642354;17445.75909961;20064.13607076;170273.06949835;488740.73917427;407432.64245106;81308.09672321;998.11503430;481792.88456669;415043.89838488
16;08;2023;4;2;3;1612264.36921549;985925.73342617;492004.75200478;81642.06968412;40061.13866112;98070.46307813;41242.43662396;32478.48331804;75679.40198631;24621.67707865;18435.94022253;32922.34666599;31417.24710649;17349.77699604;20992.71203538;244999.06049400;516585.22044163;420288.22698556;96296.99345607;832.63702324;501997.62781787;659068.62202279
16;08;2024;1;1;3;2912984.20862284;1906959.93467240;958791.81964638;205179.35504267;64440.29418271;191105.55219377;77726.44710804;64437.52716165;120731.79648710;48987.39393479;30232.42701465;61584.37728418;55500.26113031;28242.68348616;39069.24402665;301804.91306735;897879.86875744;760545.38972154;137334.47903590;1002.05527223;559412.69096209;793144.49813532
16;08;2024;2;1;3;2959235.56638099;1967841.22921539;996533.10986842;209017.62060521;66152.89486826;196342.93003022;77246.30438272;65685.95983553;126129.87055578;48275.89946934;32083.58219200;63557.38668254;57604.43570010;29211.23502527;39444.05182412;353743.41838788;923383.85004763;786015.74721032;137368.10283731;1024.30821067;626293.58427488;952494.87557959
16;08;2024;3;1;3;3166810.22311290;1968271.00997270;987467.00000000;210243.48561191;64862.91384591;200174.19477335;78690.00000000;67167.87095354;126437.49251714;49077.38489695;32254.00005628;64777.88312427;57226.00000000;29892.78419335;39080.30743535;390072.61488004;944190.52732051;801112.25982885;143078.26749166;396.87719742;703362.00000000;878563.11369313
16;08;2024;4;1;3;2869339.63393262;2010537.40051680;1023467.00000000;213520.03849630;65082.60024719;201429.96152955;78945.00000000;64651.40121246;125558.92676142;49282.63084512;33645.98518930;65052.72725050;58524.00000000;31377.12898495;38833.53167083;390647.89366473;922125.83334286;770725.91711815;151399.91622471;8171.69931967;720621.00000000;1221597.72458227
16;08;2024;1;2;3;1667760.94729296;996526.99933357;494268.65141459;83317.90445107;40380.23134000;100246.56077433;42572.91088440;33402.21888029;76204.53967523;25914.41549430;18256.39085626;33442.02556306;31030.79375927;17490.35624077;23880.03513082;169970.35646804;504971.80977966;414942.61338697;90029.19639269;901.28977523;471023.81628372;499513.35947809
16;08;2024;2;2;3;1681536.94008227;1024267.10692223;512394.62688229;84606.81371223;41346.58127001;102270.31133911;42367.00000000;34034.21888029;77120.20285309;26576.89831116;19198.67353482;34485.00000000;31965.00000000;17901.78013923;24105.45611484;197086.71756399;517117.09765677;428300.38815554;88816.70950124;856.96948647;506575.80318082;588472.21084287
16;08;2024;3;2;3;1802781.36096345;1023076.76662640;510707.40533965;84334.78566229;40547.96683029;103599.53562023;42268.00000000;34635.00000000;76624.02697756;27024.04571553;19067.57742656;34570.00000000;31564.00000000;18134.42305429;22934.73439242;214503.43212233;527774.29445882;435808.36572769;91965.92873114;271.59723593;591351.00000000;577130.46387246
16;08;2024;4;2;3;1672748.55983618;1043073.04425076;529158.18770144;85407.67241150;40432.56658237;103897.81036165;42204.00000000;33224.00000000;76789.41893607;26922.82998700;19695.48406666;34675.00000000;32164.00000000;18502.07420406;22406.43036606;212828.71384563;515046.72366523;418867.38651249;96179.33715274;4412.67350236;583242.00000000;708261.02579386
16;09;2010;0;1;3;6096981.39580227;4098917.00000000;1819891.50000000;294049.10000000;239941.90000000;415581.80000000;35990.30000000;349714.80000000;324119.40000000;165457.80000000;10144.30000000;301523.20000000;56974.30000000;85528.60000000;68379.10000000;685980.60000000;2373236.50000000;1654333.70000000;718902.80000000;-139468.10419773;1926257.00000000;2916320.70000000
16;09;2010;0;2;3;6096981.39580227;4098917.00000000;1819891.50000000;294049.10000000;239941.90000000;415581.80000000;35990.30000000;349714.80000000;324119.40000000;165457.80000000;10144.30000000;301523.20000000;56974.30000000;85528.60000000;68379.10000000;685980.60000000;2373236.50000000;1654333.70000000;718902.80000000;-139468.10419773;1926257.00000000;2916320.70000000
16;09;2011;0;1;3;6977558.97465453;4729294.35571707;2121396.88176100;342764.90446388;287557.28672453;471728.90694657;40852.75875654;401053.98346170;352754.73678039;180075.69125499;11040.58149343;345787.69896232;62784.27253052;111496.65258119;72743.39697132;799946.88098549;2788078.92581615;2008892.62334897;779186.30246718;34388.26188120;2334259.65147215;3781152.49818885
16;09;2011;0;2;3;6485137.66754390;4352044.28718124;1936407.00438815;312875.14729979;251479.82250084;443824.89030250;38436.20966762;367982.54173534;334122.26787628;170564.11176972;10457.41911485;317273.58812563;60890.88959276;107730.39480778;71194.12516356;709322.28873572;2471037.23546362;1704507.79322316;766529.44224046;23796.87388627;2250152.91682865;3392410.05971516
16;09;2012;0;1;3;7844324.24530684;5392026.06290411;2480077.97286393;392861.60405022;312395.44212365;523696.91784898;49998.58022405;448127.17945115;389869.07325106;192346.63189752;11733.05991249;386374.08582101;74391.30264195;130154.21281812;80733.67067981;866981.55654567;3142094.87567459;2323372.98287134;818721.89280325;344101.83940451;2554489.00803147;4536102.76793332
16;09;2012;0;2;3;6951884.15888935;4646743.05702733;2112179.64044567;327717.57805226;268318.41151244;453174.97721819;43084.36596145;383691.99165198;359910.51550664;174592.73158536;10760.27281548;334868.27487668;65101.14005254;113343.15734867;74521.07539989;747825.35748857;2568422.97442652;1778646.64889300;789776.32553352;341609.32001454;2457739.64144197;3884977.26690947
16;09;2013;0;1;3;8775034.32704330;6201582.04439913;2901010.52578865;457250.28303119;355416.97896673;590450.63226279;58787.21028846;530361.60807629;399643.38292119;223751.27689479;12243.26777104;445621.88603877;82558.69649904;144486.29586020;96161.14983401;969073.43180470;3368054.16033401;2589815.94082396;778238.21951004;343924.46501840;2728832.82530730;4932593.74965424
16;09;2013;0;2;3;7435450.17238355;4915828.83752065;2232035.83829450;357034.99042362;286774.60417478;485602.39884836;46514.77594273;411374.42221771;365344.40659492;181053.00167678;11320.31306404;354685.95435158;66951.14241207;117136.98951956;82220.26871587;790898.47222914;2635716.59985890;1837188.40156192;798528.19829698;246757.84645405;2705859.10325261;3941830.95564767
16;09;2014;0;1;3;9853812.98322281;6792344.86650571;3161365.65235294;576567.23246925;390926.78524433;639428.01285872;63021.51354170;544535.25574351;430895.82466680;270633.27997605;13826.49447971;469364.88969118;89365.37679599;142414.54868554;116360.25951243;1078388.58744656;3700791.31944418;2817361.92480658;883429.39463760;105819.25129347;2970324.37722959;4910215.67820911
16;09;2014;0;2;3;7821859.82607346;5112556.34017859;2280555.16381456;379939.51897644;312798.62314970;502907.46470570;47724.01329543;424043.70079542;390461.51615548;194534.08572168;11846.69870175;380609.37331151;69717.37245638;117418.80909453;92338.94669479;811020.37189550;2759600.78010540;1921859.30923627;837741.47086913;293148.65303048;2964913.33750888;4211718.60334017
16;09;2015;0;1;3;11101332.21824740;7308731.35457798;3234897.08144311;660751.48983064;414981.64574897;729718.98504242;71148.30289015;592025.73165109;487403.94027406;302064.93339820;14554.95995473;551737.57769004;97818.77379715;151627.93285745;126164.89722269;1155423.00080443;3743652.74614655;2762476.54763288;981176.19851368;843855.56323890;2965387.66774548;5041883.01148861
16;09;2015;0;2;3;8294869.39533821;5329459.86970808;2324837.80846181;398885.04426486;324296.12949414;537871.95915912;51389.53092751;435837.09646720;416506.00411219;207724.54203137;12101.88474531;421131.42581809;74099.15283395;124779.29139253;97719.95767810;846110.59417618;2768766.79479815;1926600.31894543;842166.47585273;653034.72115106;2752919.00523416;4153141.54740752
16;09;2016;0;1;3;12132110.04294460;7994719.84072585;3642308.04042143;728291.47357418;439649.23740072;772771.38251260;73814.37687072;637696.37002050;506216.04634250;322175.41115325;15564.26034427;602574.14025562;100262.22880731;153396.87302275;138005.38994430;1271110.65911979;4087803.08147921;3070435.83201105;1017367.24946816;424028.52000000;3270577.45791945;5054134.90624395
16;09;2016;0;2;3;8806819.31638587;5604563.02982487;2495015.93604121;417074.20228334;338240.86306239;548952.12151780;52124.40121977;463877.51480395;420488.92771504;209634.25602972;12982.61727900;449052.43934983;73633.42376182;123486.32676101;103583.56368297;854741.27786063;2972216.57362961;2101974.28249789;870242.29113172;84632.00000000;3027470.57424021;3840387.70285243
16;09;2017;0;1;3;12823900.21244220;8781607.61307961;4030439.80430227;782793.49218362;481299.18519138;830430.69156703;79083.83329769;712209.11989400;556780.89327103;345499.88973987;16637.08335059;668120.35224287;111694.85582975;166618.41220952;147863.20181126;1460804.79023371;4364527.68061051;3279930.04044174;1084597.64016877;3632.29515772;4022831.05125551;5957366.41970608
16;09;2017;0;2;3;9103284.90507620;5834271.56539795;2596975.14380593;428745.19653100;353646.94145246;563189.67277520;54238.24887700;486688.70616639;442579.34829950;216789.66250670;13391.88960220;472175.58699975;78430.20904273;127420.95933909;106234.94738223;896491.37412710;3143479.29486202;2252967.16663313;890512.12822889;5966.03414806;3532679.37476299;4415837.68560416
16;09;2018;0;1;3;13727122.43010770;9717814.06825691;4471812.30549291;844792.61796333;512319.36852106;921421.04728030;90048.67107648;807474.02931013;602476.80469520;382723.13388000;18660.05375072;752677.92372992;124950.12247846;188457.99007842;163482.86026916;1569907.93952698;4796998.62396667;3774984.44108614;1022014.18288053;-4679.53794074;4774729.01121175;7291130.53518301
16;09;2018;0;2;3;9493389.41786874;6101995.71848402;2719779.58740993;443503.25202804;366151.64445700;594341.45057422;57751.87895222;512745.72554895;460557.35341370;221300.27083995;14164.56995093;498905.81542124;79996.46435700;132797.70553083;114351.47625177;953208.35465131;3292870.42678063;2449940.81694460;842929.60983603;-3134.57335761;4165110.89298864;5131012.87793001
16;09;2019;0;1;3;14935851.04926580;10560536.91466590;4884865.46607530;906725.64545135;560610.17200071;1020172.24041290;98437.75814348;855804.77000000;650998.68362260;413341.20656739;19950.73388760;805442.05000000;134786.10338395;209402.08512061;179882.06601472;1765897.54673577;5002930.43613726;3985523.71000000;1017406.72613726;534.70116443;3504096.85897967;6078027.47443196
16;09;2019;0;2;3;10043967.90560260;6373654.44508064;2866239.62131300;461956.09465510;383487.98218148;618347.63432383;59567.91994681;529664.45398396;466935.74065776;230002.30781447;14509.76379847;522234.22143080;81839.52588749;138869.17908746;123165.88358640;1014434.39176608;3471609.53130208;2626769.02447807;844840.50682401;504.64202835;3235086.26837068;4174487.25653162
16;09;2020;0;1;3;15282540.49807410;10901923.72184650;5048140.62881922;923696.59726746;569230.03007625;1035564.31128096;95764.08906651;995128.31236767;607526.54061533;442881.63930267;16667.60000000;816210.70000000;126680.54298101;224432.73006937;180050.44210286;1540357.95352405;5189849.44680748;4105171.28888021;1084678.15792727;706.87041581;3554473.58947734;6084821.52609995
16;09;2020;0;2;3;10081032.09715850;6426852.07462435;2884493.45168465;459124.30110662;382601.82730980;625062.00580390;57449.55253153;577029.58992116;450020.53391964;238443.39251126;11966.44174159;521036.14987800;77183.49325361;142441.33496260;124012.84708425;883848.21945907;3545864.25023138;2654875.45303999;890988.79719140;539.07462078;3245137.82926844;4145222.19812974
16;09;2021;0;1;3;16243460.05204070;11299012.54179870;5206642.31991950;922785.59937397;592624.06675862;1093622.60305434;99349.06073735;1016410.46814752;625053.03000000;457331.03984615;16904.32658928;895838.52737197;134436.46000000;238015.04000000;191696.14070817;1626446.09497378;5217370.31858145;4277143.98199983;940226.33658162;52878.16629680;3944059.15462083;6088002.36493901
16;09;2021;0;2;3;10549000.80124480;6522687.84535465;2898011.26559323;456599.11745054;384744.40000000;642126.19856234;58156.18202767;585685.03376997;454875.98000000;247109.14117571;11968.83502994;555945.57191983;80710.78000000;146755.33982543;127237.18110844;893570.54987312;3388779.32597729;2661684.70974628;727094.61623101;44976.61140721;3398929.77978769;3827180.49226361
16;09;2022;1;1;3;4187393.99372729;3036356.60853635;1442879.05120917;257257.80346256;156371.66852503;292828.21094949;24923.44009089;257678.96134235;157000.31924324;111579.23149830;4477.11353151;235556.37007015;34641.53953087;61162.89908280;48415.02095882;234543.66275362;1343108.05441922;1148957.22736135;194150.82705787;19720.30510248;995689.73085536;1490439.38889855
16;09;2022;2;1;3;4592758.51004856;3187212.51223258;1506214.87184128;259354.45897693;166561.49496049;310279.47272025;25603.13857874;277928.61399794;174490.29915356;119113.39422921;4724.71904063;242906.52221345;35795.13026449;64240.39625561;54671.82278043;412765.15558861;1459731.67853826;1272479.58413453;187252.09440373;5972.79000000;1257462.24710418;1785057.69619551
16;09;2022;3;1;3;4627864.40365194;3284276.53057218;1535146.18222169;267161.21246674;169932.96601769;320689.21760826;26851.26244553;283954.81160402;194384.38469534;127844.50799528;4895.39320729;251226.22507750;36835.70988606;65354.65734679;58008.00714014;415483.72671619;1517975.85077413;1310400.96331968;207574.88745445;-597.90556012;1148946.00033556;1796227.80632615
16;09;2022;4;1;3;4424825.10586517;3256623.56852293;1488941.38784209;264377.46667026;172471.11472215;325046.54756641;26498.02742628;288790.41171675;197885.70026921;128364.75211981;4913.59512559;257546.37581917;36493.94375530;65294.24548992;56902.01541699;589723.61127370;1553225.09141152;1354748.11337313;198476.97803838;-2417.32505146;789657.69927748;1818889.55498598
